title,link,abstract
"Mouillé: Exploring Wetness Illusion on Fingertips to Enhance Immersive Experience
                                 in VR",https://dl.acm.org/doi/10.1145/3313831.3376138,"
Providing users with rich sensations is beneficial to enhance their immersion in Virtual Reality (VR) environments. Wetness is one such imperative sensation that affects users' sense of comfort and helps users adjust grip force when interacting with objects. Researchers have recently begun to explore ways to create wetness illusions, primarily on a user's face or body skin. In this work, we extended this line of research by creating wetness illusion on users' fingertips. We first conducted a user study to understand the effect of thermal and tactile feedback on users' perceived wetness sensation. Informed by the findings, we designed and evaluated a prototype---Mouillé---that provides various levels of wetness illusions on fingertips for both hard and soft items when users squeeze, lift, or scratch it. Study results indicated that users were able to feel wetness with different levels of temperature changes and they were able to distinguish three levels of wetness for simulated VR objects. We further presented applications that simulated an ice cube, an iced cola bottle, and a wet sponge, etc, to demonstrate its use in VR. In this work, we first conducted a study to understand how temperature, pressure, and friction affect people’s wetness perception on fingertips using simulated dry-stimuli. Informed by the findings, we designed and implemented a prototype— Mouillé—that allows VR users to experience wetness on their fingertips. We conducted a user study in which VR users interacted with four wet virtual objects that were of different stiffness by squeezing, lifting, or scratching Mouillé. The results showed that users were able to feel different types of wetness with different levels of temperature changes and ways of interaction. Moreover, they were also able to distinguish three levels of wetness for each each type of wetness on a VR object (i.e., ice cube, coke bottle, sponge, and glass table). In sum, we found that temperature change is key to generating wetness illusions; pressure and friction could further enhance such perception if only they are carefully designed to not override the wetness sensation. Mouillé took a step further to enhance VR users’ immersive experiences by providing them with simulated wetness sensation to their fingertips with dry stimuli. We have discussed the factors (e.g., weight and surface textual of the prototype, the duration of the wetness illusions, individual difference) that should be examined to enhance wetness experience in VR.
"
"Replicate and Reuse: Tangible Interaction Design for Digitally-Augmented Physical
                                 Media Objects",https://dl.acm.org/doi/10.1145/3313831.3376139,"
Technology has transformed our physical interactions into infinitely more scalable and flexible digital ones. We can peruse an infinite number of photos, news articles, and books. However, these digital experiences lack the physical experience of paging through an album, reading a newspaper, or meandering through a bookshelf. Overlaying physical objects with digital content using augmented reality is a promising avenue towards bridging this gap. In this paper, we investigate the interaction design for such digital-overlaid physical objects and their varying levels of tangibility. We first conduct a user evaluation of a physical photo album that uses tangible interactions to support physical and digital operations. We further prototype multiple objects including bookshelves and newspapers and probe users on their usage, capabilities, and interactions. We then conduct a qualitative investigation of three interaction designs with varying tangibility that use three different input modalities. Finally, we discuss the insights from our investigations and recommend design guidelines. We investigated the interaction design questions pertaining to using a single physical media object to provide the physical experience for all corresponding digital content. We define the design problem, and build a wholly-tangible physical album prototype, plus several other prototypes including a bookshelf, newspaper, research paper, card-deck, and jigsaw-puzzle. We conducted a study that informed us on their utility and on the use of the wholly-tangible physical album. We further conducted a second study that compared three modalities of input and analyzed the trade-offs between tangibility, usability, and enjoyment. Finally, we summarized the design insights and discussed future directions. The reinstrumentation of physical objects for digital purposes is emerging as a strong direction for augmented reality applications. We believe our work opens a dialogue in this space on how to bring back our physical experiences while retaining the digital scale and flexibility.

"
"FDHelper: Assist Unsupervised Fraud Detection Experts with Interactive Feature Selection
                                 and Evaluation",https://dl.acm.org/doi/10.1145/3313831.3376140,"
Online fraud is the well-known dark side of the modern Internet. Unsupervised fraud detection algorithms are widely used to address this problem. However, selecting features, adjusting hyperparameters, evaluating the algorithms, and eliminating false positives all require human expert involvement. In this work, we design and implement an end-to-end interactive visualization system, FDHelper, based on the deep understanding of the mechanism of the black market and fraud detection algorithms. We identify a workflow based on experience from both fraud detection algorithm experts and domain experts. Using a multi-granularity three-layer visualization map embedding an entropy-based distance metric ColDis, analysts can interactively select different feature sets, refine fraud detection algorithms, tune parameters and evaluate the detection result in near real-time. We demonstrate the effectiveness and significance of FDHelper through two case studies with state-of-the-art fraud detection algorithms, interviews with domain experts and algorithm experts, and a user study with eight first-time end users. In this work, we presented FDHelper, an interactive visualization tool that supports fraud detection algorithm experts to fine-tune the weights and features timely. The workflow of using FDHelper was proposed based on the deep understanding of the requirements of both algorithm experts and domain experts. The three key designs in the workflow - choosing the algorithm and dataset, refining the feature selection and algorithm setting, and evaluating the detection result - are identified to guide the implementation of FDHelper. It brings the controllability, readability, and dependability to visual fraud detection. We next propose a multi-granularity three-layer visualization map with in-situ configuration to enable users to refine and check a fraud detection progress in time from the algorithm level, feature level, and the hyperparameter level. FDHelper works for fine-tuning both supervised algorithms and unsupervised algorithms. We also prove the efficiency through two real-world datasets and two state-of-the-art algorithms respectively. To the best of our knowledge, our work is the first interactive visual fraud detection system based on the grouping behavior of online fraud users. We hope this work can inspire both algorithm experts and visualization researchers on the subject of interactive fraud detection.

"
Understanding Walking Meetings: Drivers and Barriers,https://dl.acm.org/doi/10.1145/3313831.3376141,"
There is increased interest in reducing sedentary behavior of office workers to combat the negative health effects of prolonged sitting. Walking meetings offer a promising solution to this problem as they facilitate a physically active way of working. To inform future development of technologies supporting these type of meetings, in-depth qualitative insights into people's experiences of walking meetings are needed. We conducted semi-structured walking interviews (N=16) to identify key drivers and barriers for walking meetings in a living lab setting by using the 'WorkWalk'. The 'WorkWalk' is a 1.8 km walking route indicated by a dotted blue line with outdoor meeting points, integrated into the room booking system. Our findings provide insights into how walking meetings are experienced and affect the set-up and social dynamics of meetings. We offer design recommendations for the development of future technologies and service design elements to support walking meetings and active ways of working. Walking meetings are an adequate means to integrate physical activity within office work. Our research shows how design can facilitate the uptake and adoption of walking meetings. We offer an in-depth qualitative understanding of the drivers and barriers associated with walking meetings, revealing the social implications and variance of this practice. The deployment of the WorkWalk allowed us to find different scenarios and recommendations for walking meetings that could be used as a basis to redesign the workplace. This study sets the stage for future HCI research explorations and the development of supporting technologies for walking meetings and other active ways of working. Challenging current work paradigms allows us to rethink the office environment, the relations within that space, and improve these environments to increase efficiency, effectiveness and overall quality of work life. Let us take inspiration from great philosophers such as Nietzsche who said, “all truly great thoughts are conceived while walking” and follow their thread.
"
"Listen to Developers! A Participatory Design Study on Security Warnings for Cryptographic
                                 APIs",https://dl.acm.org/doi/10.1145/3313831.3376142,"
The positive effect of security information communicated to developers through API warnings has been established. However, current prototypical designs are based on security warnings for end-users. To improve security feedback for developers, we conducted a participatory design study with 25 professional software developers in focus groups. We identify which security information is considered helpful in avoiding insecure cryptographic API use during development. Concerning console messages, participants suggested five core elements, namely message classification, title message, code location, link to detailed external resources, and color. Design guidelines for end-user warnings are only partially suitable in this context. Participants emphasized the importance of tailoring the detail and content of security information to the context. Console warnings call for concise communication; further information needs to be linked externally. Therefore, security feedback should transcend tools and should be adjustable by software developers across development tools, considering the work context and developer needs. Insecure CAPI use is a critical issue for software security with far-reaching consequences for users [31, 1]. Our work contributes to a potential mitigation of the problem. While previous work showed that API redesign [1], improved documentation [2] and better tool support [33] are promising directions, we follow another line of research and improve a proposal for CAPI based console security feedback [17]. Our participatory design approach helped to identify areas of improvement for existing approaches. The FG sessions uncovered specific design aspects for CAPI warnings compared to other warnings in the developer console. Most of our participants would implement such a security warning for CAPIs. They designed these in the FGs, but went one step further: They discussed how much information they need and prefer in which phase of their development process. Our results can support API developers and researchers in further developing usable Cws.
"
ReCog: Supporting Blind People in Recognizing Personal Objects,https://dl.acm.org/doi/10.1145/3313831.3376143,"
We present ReCog, a mobile app that enables blind users to recognize objects by training a deep network with their own photos of such objects. This functionality is useful to differentiate personal objects, which cannot be recognized with pre-trained recognizers and may lack distinguishing tactile features. To ensure that the objects are well-framed in the captured photos, ReCog integrates a camera-aiming guidance that tracks target objects and instructs the user through verbal and sonification feedback to appropriately frame them. We report a two-session study with 10 blind participants using ReCog for object training and recognition, with and without guidance. We show that ReCog enables blind users to train and recognize their personal objects, and that camera-aiming guidance helps novice users to increase their confidence, achieve better accuracy, and learn strategies to capture better photos. We designed and developed ReCog, an interactive smartphone application that enables blind people to recognize their personal objects. This is achieved by capturing photos of such objects and training a recognition model with them. This approach complements general object recognizers, which can recognize common objects only, and crowdsourcing approaches, which rely on human intervention for detailed object recognition. Since capturing well-framed photos is a known diffculty for blind people, we augmented our system with a camera-aiming guidance module that supports the users while capturing photos. We evaluated the system with 10 blind participants who found it to be usable and accurate. During Session 1, we uncovered a subjective preference for camera-aiming guidance. The analysis of the captured photos confrmed that the use of the guidance modality results in more consistent photo capturing. In particular, the captured objects are better centered and scaled with respect to the photo frame. During Session 2, the participants gradually started to prefer to use the system without camera-aiming guidance as they improved and acquired confdence in their photo taking skills through prolonged usage of the system. However they still felt more confdent using the system with camera-aiming guidance for the training of the object recognizer to ensure a higher recognition accuracy. We also discovered specifc limitations due to the nature of the object recognition technology. While single photos are suffcient at testing time, multiple photos of an object need to be captured during the training, which users may fnd cumbersome. The system relies on the labeling of the trained objects, which may require sighted assistance or the using an external system. As a future work, we will integrate ReCog with general object recognizers and crowdsourcing approaches in order to minimize the user’s need for intervention.
"
Breaking The Experience: Effects of Questionnaires in VR User Studies,https://dl.acm.org/doi/10.1145/3313831.3376144,"
Questionnaires are among the most common research tools in virtual reality (VR) evaluations and user studies. However, transitioning from virtual worlds to the physical world to respond to VR experience questionnaires can potentially lead to systematic biases. Administering questionnaires in VR (inVRQs) is becoming more common in contemporary research. This is based on the intuitive notion that inVRQs may ease participation, reduce the Break in Presence (BIP) and avoid biases. In this paper, we perform a systematic investigation into the effects of interrupting the VR experience through questionnaires using physiological data as a continuous and objective measure of presence. In a user study (n=50), we evaluated question-asking procedures using a VR shooter with two different levels of immersion. The users rated their player experience with a questionnaire either inside or outside of VR. Our results indicate a reduced BIP for the employed inVRQ without affecting the self-reported player experience. Questionnaires are widespread measurement instruments to assess subjective responses on a particular experience in VR user studies. However, research on presence shows evidence that switching between VR and physical reality leads to a break in presence [48, 89] that might alter the outcomes of the self-reports [74], especially when assessing constructs that are sensitive to disturbance and should be assessed with the least possible invasion. Researchers started to administer questionnaires in VR, which most likely reduce the BIP [29]. Yet, related work offered no clear evidence whether INVRQS diminish the BIP and to what extent filling out questionnaires contributes to a BIP. In this paper, we investigated how question-asking itself breaks the VR experience (H1) and if INVRQS can minimize the break in presence (H2) and therefore, reduce uncontrolled biases in performance (H3) and self-reports (H4). To investigate our hypotheses, we conducted a user study (n=50) where we recorded biosignals of subjects while they played a simple VR shooter either with low or high visual fidelity and filled out questionnaires regarding their PX both in VR and on PC in physical reality. Our results clearly show that both questionnaire modalities produce BIPs. Moreover, the physiological responses in the EDA for INVRQS are significantly lower and shorter than to OUTVRQS. These results show evidence that INVRQS are less invasive than OUTVRQS and provide more reliable self-reports. Our findings suggest an influence of BIPs on performance of subsequent tasks. Moreover, these effects might become even more prominent in VEs high-quality VR experiences, such as AAA games as there is “more immersion to break”. Our findings can help researchers and designers to apply the appropriate instruments for their study design and lay groundwork for the design of INVRQS to provide validated and standardized methods of question-asking in VR.

"
"""Hey Model!"" – Natural User Interactions and Agency in Accessible Interactive 3D Models",https://dl.acm.org/doi/10.1145/3313831.3376145,"
While developments in 3D printing have opened up opportunities for improved access to graphical information for people who are blind or have low vision (BLV), they can provide only limited detailed and contextual information. Interactive 3D printed models (I3Ms) that provide audio labels and/or a conversational agent interface potentially overcome this limitation. We conducted a Wizard-of-Oz exploratory study to uncover the multi-modal interaction techniques that BLV people would like to use when exploring I3Ms, and investigated their attitudes towards different levels of model agency. These findings informed the creation of an I3M prototype of the solar system. A second user study with this model revealed a hierarchy of interaction, with BLV users preferring tactile exploration, followed by touch gestures to trigger audio labels, and then natural language to fill in knowledge gaps and confirm understanding. In this paper we have presented two user studies investigating blind and low vision (BLV) peoples’ preferred interaction techniques and modalities for interactive 3D printed models (I3Ms). Study 1 utilised a Wizard-of-Oz methodology, and Study 2 confirmed the results by evaluating the use of a prototype I3M of the solar system the design of which was informed by the findings of Study 1. We found that participants wished to use a mix of tactile exploration, touch triggered passive audio labels, and natural language questioning to obtain information from the model with a mix of audio and haptic output. They enjoyed engaging with models that had multiple parts, and would remove parts to further explore and compare them. When talking to the model, participants treated it as a conversational agent and indicated that they preferred more intelligent models that support natural language and which, when appropriate, could provide guidance to the user. Participants wished to be as independent as possible and establish their own interpretations. They wanted to initiate interactions with the model and generally preferred lower model agency. However, they did want the model to intervene if they did something wrong such as placing a component in the wrong place. The desire for independent exploration led to a hierarchy of interaction modalities: most participants preferred to glean information and answer questions using tactile exploration, then to use touch triggered audio labels for specific details, finally using natural language questions to obtain information not in the label or to confirm their understanding. However, interaction choices were driven by participants’ prior tactile and technological experiences. Not only are these findings of significance to the assistive technology community, they also have wider implications to HCI. In particular the combination of I3Ms with conversational agents suggests a radically new kind of embodied conversational agent, one that is physically embodied and that can be perceived tactually by a BLV person, rather than the traditional embodied conversational agent that is perceived visually and has a human-like experience [14]. Such physically embodied conversational agents raise many interesting research questions, including their perceived agency, autonomy and acceptance by the end user. There are also many questions to be answered on how such agents can be implemented. A major focus of our future research will be to design and construct a fully functional prototype, conduct more extensive user evaluations with a variety of models, including maps, and to explore whether model agency preferences differ with age and environment.

"
Meta-AR-App: An Authoring Platform for Collaborative Augmented Reality in STEM Classrooms,https://dl.acm.org/doi/10.1145/3313831.3376146,"
Augmented Reality (AR) has become a valuable tool for education and training processes. Meanwhile, cloud-based technologies can foster collaboration and other interaction modalities to enhance learning. We combine the cloud capabilities with AR technologies to present Meta-AR-App, an authoring platform for collaborative AR, which enables authoring between instructors and students. Additionally, we introduce a new application of an established collaboration process, the pull-based development model, to enable sharing and retrieving of AR learning content. We customize this model and create two modalities of interaction for the classroom: local (student to student) and global (instructor to class) pull. Based on observations from our user studies, we organize a four-category classroom model which implements our system: Work, Design, Collaboration, and Technology. Further, our system enables an iterative improvement workflow of the class content and enables synergistic collaboration that empowers students to be active agents in the learning process. We presented Meta-AR-App, an authoring platform for collaborative AR. We demonstrated how we can leverage the medium of AR combined with cloud technologies to support selective (i.e., high quality) and timely collaboration, which enables a decrease in error during problem-solving. Apart from these novel interaction modalities, we observed how iterative improvement of the AR learning content (global pull) based on previous contributions made by students (local pull) can improve the original AR project and spark curiosity and creativity among students’ learning process. The next step will be to explore scaling the system to support a community of contributors with reusable templates of project-based AR learning content. The unique aspect of our technology for STEM learning is that it encourages discoveries of complex concepts through a trial-and-error exploration and facilitates effective debugging individually and collectively.

"
PenSight: Enhanced Interaction with a Pen-Top Camera,https://dl.acm.org/doi/10.1145/3313831.3376147,"
We propose mounting a downward-facing camera above the top end of a digital tablet pen. This creates a unique and practical viewing angle for capturing the pen-holding hand and the immediate surroundings which can include the other hand. The fabrication of a prototype device is described and the enabled interaction design space is explored, including dominant and non-dominant hand pose recognition, tablet grip detection, hand gestures, capturing physical content in the environment, and detecting users and pens. A deep learning computer vision pipeline is developed for classification, regression, and keypoint detection to enable these interactions. Example applications demonstrate usage scenarios and a qualitative user evaluation confirms the potential of the approach. We presented PenSight, a concept to enhance pen interaction for tablets by attaching a camera to the top of the pen. We built prototypes using a fisheye camera and 3D-printed mounts to explore several examples of techniques enabled by this paradigm. These include posture-based interaction using both hands, individually or in tandem, interacting with physical documents in the surrounding environment and identifying users and the attached pen. We examined postures and off-tablet interaction in more depth with two demonstration applications. The results of our qualitative evaluation demonstrate potential for postures formed by the other hand when not holding the tablet and for some poses of the pen-holding hand. There are doubtless many other possible techniques that can be realised. Overall, we believe PenSight provides a simple holistic mobile sensing solution for capturing and interpreting interactions of the two hands as well as the surrounding environment.

"
From Data to Insights: A Layered Storytelling Approach for Multimodal Learning Analytics,https://dl.acm.org/doi/10.1145/3313831.3376148,"
Significant progress to integrate and analyse multimodal data has been carried out in the last years. Yet, little research has tackled the challenge of visualising and supporting the sensemaking of multimodal data to inform teaching and learning. It is naïve to expect that simply by rendering multiple data streams visually, a teacher or learner will be able to make sense of them. This paper introduces an approach to unravel the complexity of multimodal data by organising it into meaningful layers that explain critical insights to teachers and students. The approach is illustrated through the design of two data storytelling prototypes in the context of nursing simulation. Two authentic studies with educators and students identified the potential of the approach to create learning analytics interfaces that communicate insights on team performance, as well as concerns in terms of accountability and automated insights discovery. As humans struggle with the data tsunami, we are now awash with dashboard prototypes and products. Yet, there is growing evidence that these are far from intuitive. This paper documents how we have wrestled with the challenge of designing activity-based feedback visualisations which draw the attention of non-technical users to key insights in the data. We argue, supported by user studies, that this work advances the state of the art in making multimodal data streams intelligible to non-data experts. The approach should enable similar collocated activities to benefit from these novel collaboration analytics.
"
Computing Students' Learning Difficulties in HCI Education,https://dl.acm.org/doi/10.1145/3313831.3376149,"
Software developers often make interface design decisions and work with designers. Therefore, computing students who seek to become developers need some education about interface design. While prior work has studied difficulties that educators face when teaching design to computing students, there is comparatively little work on the difficulties computing students face when learning HCI design skills. To uncover these difficulties, we conducted two qualitative studies consisting of surveys and interviews with (1) computing students and (2) educators who teach interface design to computing students. Qualitative analysis of their responses revealed 18 types of learning difficulties students might experience in HCI design education, including difficulties around the mechanics of design work, project management skills, the wicked nature of design problems, and distorted perspectives on design. Nonetheless, our findings reveal a number of interesting implications for research. For instance, how prevalent are these difficulties in broader contexts? Under what conditions (e.g., studio-based vs. traditional lecture-based classes) might computing students experience these kinds of difficulties more or less often? As HCI expands beyond higher education into primary and secondary curricula (like Exploring Computer Science [24] or Code.org [1]), will these learning difficulties still hold? And what are effective strategies to mitigate students’ learning difficulties that fit these categories? The RUSH difficulty revealed by educators in Study 2 also suggests an interesting hypothesis: the way we teach computing students to create software and write code may make them less likely to succeed at interface design work. Future work in this area should explore the extent to which prior computing knowledge influences students’ experiences with these difficulties. Our results also contribute to the discourse around pedagogical content knowledge (PCK) [63] development for HCI design education. PCK is domain-specific [29, 35, 37] and consists of knowledge of pedagogical strategies to teach a particular topic, in a particular context, to a particular audience. Exact definitions of the components of PCK vary (c.f. [8, 19, 50]), but knowledge of student learning difficulties is generally considered a core aspect. Our field has only begun to investigate the nature of computing PCK within the past decade, from primary and secondary learning environments [6, 21, 49, 59, 67], to both general [34, 35] and specific [39, 40, 44, 47, 52, 53, 69] aspects of post-secondary CS education. A prior study of ours did explore PCK for teaching software interface design skills [53], but it was scoped specifically to teaching a particular gender-inclusive interface design method and focused on educators’ pedagogical strategies rather than students’ perspectives. Therefore, the set of student learning difficulties described in this paper provides some of the first foundations for future research on PCK for general HCI design education. Further exploring this space might enable more effective use of instruction time in HCI classes (which are known to suffer from time constraints already [15]) through the development of more effective learning materials, or even help shorten the onboarding time for new HCI design educators—an important pursuit to ensure we have enough teachers to keep pace with the rapid growth of computing education. Equipped with this better understanding of student learning difficulties, we can begin to deepen our understanding of how to provide computing students with effective design educations. Implementing this newly gained knowledge in curricula and pedagogy will lead to better teaching and learning around HCI design concepts. Through this effort, the software industry as a whole will benefit from a pool of design-literate computing graduates who enter the workforce ready to understand and contribute to many aspects of large projects, aware of the impacts of their design choices. Developers will be empowered to design usable, accessible, ethical, and inclusive software interfaces, allowing more diverse populations to engage with various technologies and participate in today’s computing-infused world.
"
Evaluating 'Prefer not to say' Around Sensitive Disclosures,https://dl.acm.org/doi/10.1145/3313831.3376150,"
As people's offline and online lives become increasingly entwined, the sensitivity of personal information disclosed online is increasing. Disclosures often occur through structured disclosure fields (e.g., drop-down lists). Prior research suggests these fields may limit privacy, with non-disclosing users being presumed to be hiding undesirable information. We investigated this around HIV status disclosure in online dating apps used by men who have sex with men. Our online study asked participants (N=183) to rate profiles where HIV status was either disclosed or undisclosed. We tested three designs for displaying undisclosed fields. Visibility of undisclosed fields had a significant effect on the way profiles were rated, and other profile information (e.g., ethnicity) could affect inferences that develop around undisclosed information. Our research highlights complexities around designing for non-disclosure and questions the voluntary nature of these fields. Further work is outlined to ensure disclosure control is appropriately implemented around online sensitive information disclosures. Whilst prior research found structured disclosure fields restricting forms of individual expression for marginalised groups [31], our findings suggest that these same disclosure fields can limit disclosure choice, and similarly disadvantage marginalised users. Whilst this work shows how design can be used to reduce the effect of privacy unraveling leading to an increase in disclosure control, this may not be effective for marginalised groups. This study shines a spotlight on a simple, yet commonly used form field, and raises further questions that need to be explored within this area of social research. This is needed to ensure disclosure control is appropriately implemented into these fields and to better understand how indirect disclosure may occur through their use.
"
Proximate Social Factors in First-Time Contribution to Online Communities,https://dl.acm.org/doi/10.1145/3313831.3376151,"
In the course of every member's integration into an online community, a decision must be made to participate for the first time. The challenges of effective recruitment, management, and retention of new users have been extensively explored in social computing research. However, little work has looked at in-the-moment factors that lead users to decide to participate instead of ""lurk"", conditions which can be shaped to draw new users in at crucial moments. In this work we analyze 183 million messages scraped from chatrooms on the livestreaming platform Twitch in order to understand differences between first-time participants' and regulars' behaviors and to identify conditions that encourage first-time participation. We find that presence of diverse types of users increases likelihood of new participation, with effects depending on the size of the community. We also find that information-seeking behaviors in first-time participation are negatively associated with retention in the short and medium term.
"
Data-driven Multi-level Segmentation of Image Editing Logs,https://dl.acm.org/doi/10.1145/3313831.3376152,"
Automatic segmentation of logs for creativity tools such as image editing systems could improve their usability and learnability by supporting such interaction use cases as smart history navigation or recommending alternative design choices. We propose a multi-level segmentation model that works for many image editing tasks including poster creation, portrait retouching, and special effect creation. The lowest-level chunks of logged events are computed using a support vector machine model and higher-level chunks are built on top of these, at a level of granularity that can be customized for specific use cases. Our model takes into account features derived from four event attributes collected in realistically complex Photoshop sessions with expert users: command, timestamp, image content, and artwork layer. We present a detailed analysis of the relevance of each feature and evaluate the model using both quantitative performance metrics and qualitative analysis of sample sessions. We developed a multi-level segmentation model for real-world image editing logs that works for three image editing tasks. We present evidence for what features are relevant and irrelevant for the segmentation. Results show that command and layer similarity are highly relevant, image-related features are not useful despite claims in previous work, and duration is debatable due to the limitation in data collection. We also present quantitative and qualitative evaluation of our segmentation model, and show that it performs reasonably well for the challenging problem of segmenting realistic logs that capture mistakes, experiments, and subtask switching.

"
Data Everyday: Data Literacy Practices in a Division I College Sports Context,https://dl.acm.org/doi/10.1145/3313831.3376153,"
Data analysis is central to sports training. Today, cutting-edge digital technologies are deployed to measure and improve athletes' performance. But too often researchers focus on the technology collecting performance data at the expense of understanding athletes' experiences with data. This is particularly the case in the understudied context of collegiate athletics, where competition is fierce, tools for data analysis abound, and the institution actively manages athletes' lives. By investigating how student-athletes analyze their performance data and are analyzed in turn, we can better understand the individual and institutional factors that make data literacy practices in athletics meaningful and productive-or not. Our pilot interview study of student-athletes at one Division I university reveals a set of opportunities for student-athletes to engage with and learn from data analytics practices. These opportunities come with a set of contextual tensions that should inform the design of new technologies for collegiate sports settings. Our findings have three major implications for research on HCI and Sports. First, personal informatics practices in sports settings could have an impact beyond the sport itself to include data literacy practices more broadly. Frameworks for data literacy can help us identify these practices and push them forward. Second, our findings suggest that the level of competition in Division I sports creates social and emotional dynamics that differentiate athletes’ experiences with data even from elite athletes in other contexts. Finally, our findings indicate that HCI and sports researchers need more study and consideration of the influence of organizational contexts on data practices. Further work is needed to more deeply explore the impacts of organizational infrastructure within specific sports, across multiple institutions, and beyond collegiate contexts. Additionally, more ethnographic approaches are needed to further explain how organizational infrastructures impact data literacy practices on a moment-to-moment basis. This pilot work guides our next steps geared toward understanding such nuances to develop learning tools and experiences for data literacy in sports play. Beyond HCI and sports, student-athletes’ experiences of data monitoring, particularly of health data (or even their academic data [63]), are similar to other workers’ experiences of, e.g., biometrics. However, Division 1 athletics’ high investment in athletes means they are likely the leading edge of trends that will filter out to the broader population as technologies cheapen and such managerial practices become more socially acceptable.
"
"TalkingBoogie: Collaborative Mobile AAC System for Non-verbal Children with Developmental
                                 Disabilities and Their Caregivers",https://dl.acm.org/doi/10.1145/3313831.3376154,"
Augmentative and alternative communication (AAC) technologies are widely used to help non-verbal children enable communication. For AAC-aided communication to be successful, caregivers should support children with consistent intervention strategies in various settings. As such, caregivers need to continuously observe and discuss children's AAC usage to create a shared understanding of these strategies. However, caregivers often find it challenging to effectively collaborate with one another due to a lack of family involvement and the unstructured process of collaboration. To address these issues, we present TalkingBoogie, which consists of two mobile apps: TalkingBoogie-AAC for caregiver-child communication, and TalkingBoogie-coach supporting caregiver collaboration. Working together, these applications provide contextualized layouts for symbol arrangement, scaffold the process of sharing and discussing observations, and induce caregivers' balanced participation. A two-week deployment study with four groups (N=11) found that TalkingBoogie helped increase mutual understanding of strategies and encourage balanced participation between caregivers with reduced cognitive loads. In this paper, we designed and evaluated TalkingBoogie, a collaborative AAC system that supports multiple caregivers to actively participate in the AAC-aided communication of a child. With two mobile applications, TalkingBoogie balances the participation of caregivers in collaboration and scaffolds the overall process of sharing and discussing observations on children. Through a two-week field evaluation, we could identify the feasibility of a collaborative AAC system.
"
texSketch: Active Diagramming through Pen-and-Ink Annotations,https://dl.acm.org/doi/10.1145/3313831.3376155,"
Learning from text is a constructive activity in which sentence-level information is combined by the reader to build coherent mental models. With increasingly complex texts, forming a mental model becomes challenging due to a lack of background knowledge, and limits in working memory and attention. To address this, we are taught knowledge externalization strategies such as active reading and diagramming. Unfortunately, paper-and-pencil approaches may not always be appropriate, and software solutions create friction through difficult input modalities, limited workflow support, and barriers between reading and diagramming. For all but the simplest text, building coherent diagrams can be tedious and difficult. We propose Active Diagramming, an approach extending familiar active reading strategies to the task of diagram construction. Our prototype, texSketch, combines pen-and-ink interactions with natural language processing to reduce the cost of producing diagrams while maintaining the cognitive effort necessary for comprehension. Our user study finds that readers can effectively create diagrams without disrupting reading. Based on models for science text comprehension, we present an end-to-end workflow for knowledge externalization called Active Diagramming. Through a probe study, we identified key features needed to support active diagramming. The result is texSketch, a pen-and-ink system for building diagrams during reading. With texSketch, we focus on helping the reader convert annotations they make in text into integrated mental models. The iterative process of select-organize-integrate lets readers take text-level annotations into connected propositions and then combine them. NLP-based features on key terms help focus the reader’s attention. Our interactions implement a consistent gesture language and allow readers flexibility in switching between text and diagram representations as they read. Our approach demonstrates a balance between providing readers with opportunities to learn through active diagramming while reducing non-desirable and distracting difficulties.

"
"""Out of Luck"": Socio-Economic Differences in Student Coping Responses to Technology
                                 Problems",https://dl.acm.org/doi/10.1145/3313831.3376156,"
Despite high levels of digital technology access among college students, technology disruption remains an issue. This study was conducted to understand how technology disruption might contribute to socio-economic disparities in academic performance. Data were analyzed from a non-representative sample of 748 undergraduate students. We examined socio-economic differences in types of technology problems students experience; the consequences of those problems; and beliefs about how to handle future problems. Socio-economic status was not associated with types of technology problems, but it was associated with greater negative consequences and less-efficacious beliefs about handling future situations. These findings are consistent with sociological work on socio-economic differences in student help-seeking. They also elaborate mechanistic understanding of the technology maintenance construct. Finally, for those interested in designing to reduce socio-economic inequalities, they suggest the need for interfaces that go beyond information accessibility to facilitate student empowerment and student-teacher communication. Technology has radically transformed how we learn and communicate in educational settings. The HCI community has invested a great time and resources trying to exploit these new tools to improve the learning experience, including tools for those from disadvantaged backgrounds. We hope these findings elaborate on the complexity of these issues, and offer additional nuance for understanding why design, and technology in general, is limited in what it is able to do to reduce educational inequalities [47]. One way to do this is to broaden awareness of the scope of factors that limit success for low-income students beyond a difference in skills and access to material resources. As our findings illustrate, it is the socio-emotional resources that may often be most consequential in shaping low-SES students’ successes. Appreciating these factors, and designing to support these differences, may be one way to help optimize the success of new digital tools in educational contexts.
"
